std_smiles,std_units,std_relation,std_values,inchi_key
N=C(N)SCc1c(Br)ccc2c1sc1c(CSC(=N)N)c(Br)ccc12,ucm/s,=,4.0,LAYQGYPBCFKBJV-UHFFFAOYSA-N
N=C(N)SCc1cc(F)ccc1Oc1ccc(F)cc1CSC(=N)N,ucm/s,<,0.1,OXAGDHOUNYGFBJ-UHFFFAOYSA-N
N=C(N)SCc1cc(F)cc2c1sc1c(CSC(=N)N)cc(Cl)cc12,ucm/s,=,0.5,YKJYRKGMTKPKAH-UHFFFAOYSA-N
Cc1cc(C)c(CSC(=N)N)c(C)c1CSC(=N)N,ucm/s,=,0.9,JTFHJACDFMAMNL-UHFFFAOYSA-N
N=C(N)SCc1ccccc1Sc1ccccc1CSC(=N)N,ucm/s,=,0.1,HSUFRFVNRNOTOR-UHFFFAOYSA-N
N=C(N)SCc1cc(F)ccc1Sc1ccc([N+](=O)[O-])cc1CSC(=N)N,ucm/s,=,0.1,KPKVFORNVZIISV-UHFFFAOYSA-N
COc1ccc(Sc2ccc(F)cc2CSC(=N)N)c(CSC(=N)N)c1,ucm/s,=,2.4,MZGWPZUKSRDPSD-UHFFFAOYSA-N
CS(=O)(=O)c1ccc(Sc2ccc(F)cc2CSC(=N)N)c(CSC(=N)N)c1,ucm/s,<,0.1,HEDAXPWHUOOTSL-UHFFFAOYSA-N
N=C(N)SCc1cc(F)ccc1Sc1ccc(C(F)(F)F)cc1CSC(=N)N,ucm/s,=,0.1,IFGQXQWCEDKROS-UHFFFAOYSA-N
N=C(N)SCc1c(Cl)ccc2c1oc1c(CSC(=N)N)c(Cl)ccc12,ucm/s,<,0.1,QJZGDWFOSCICGL-UHFFFAOYSA-N
N=C(N)SCc1ccccc1Oc1ccccc1CSC(=N)N,ucm/s,=,0.1,NVPQZZSXWUTRKL-UHFFFAOYSA-N
N=C(N)SCc1c(F)ccc2c1oc1c(CSC(=N)N)c(F)ccc12,ucm/s,=,5.0,MISHERGCFFUFGK-UHFFFAOYSA-N
N=C(N)SCc1c(Br)ccc2c1oc1c(CSC(=N)N)c(Br)ccc12,ucm/s,=,0.2,SOHRRGPNXWNWFZ-UHFFFAOYSA-N
N=C(N)SCc1ccccc1Sc1ccc(F)cc1CSC(=N)N,ucm/s,=,0.3,PVODIKFSJIQMMH-UHFFFAOYSA-N
N=C(N)SCc1ccccc1Sc1cc(F)ccc1CSC(=N)N,ucm/s,=,0.3,FCADQHISGWXHMC-UHFFFAOYSA-N
CN(C)S(=O)(=O)c1ccc(Sc2ccc(F)cc2CSC(=N)N)c(CSC(=N)N)c1,ucm/s,<,0.1,KEZNCKQIAGTSRR-UHFFFAOYSA-N
N=C(N)SCc1cc(F)ccc1Oc1cc(Cl)ccc1CSC(=N)N,ucm/s,=,0.2,VLGRWMXJHXFKOE-UHFFFAOYSA-N
N=C(N)SCc1cc(F)ccc1Oc1cc(F)ccc1CSC(=N)N,ucm/s,<,0.1,NAGNVZUDILOUCT-UHFFFAOYSA-N
N=C(N)SCc1ccccc1C(=O)c1cc([N+](=O)[O-])ccc1CSC(=N)N,ucm/s,=,0.1,AFZKHTKMFXVPKU-UHFFFAOYSA-N
N=C(N)SCc1cccc2c1=c1c(CSC(=N)N)cccc1=2,ucm/s,<,0.1,AVVNVDBKYFRSIR-UHFFFAOYSA-N
N=C(N)SCc1cccc2c1C(=O)c1c(CSC(=N)N)cccc1-2,ucm/s,=,0.4,KZPZQJQJVUEFJN-UHFFFAOYSA-N
N=C(N)SCc1cccc2cc3cccc(CSC(=N)N)c3nc12,ucm/s,=,0.2,DXUPGDWGOABSDH-UHFFFAOYSA-N
N=C(N)SCc1cccc2c1sc1c(CSC(=N)N)c(Br)ccc12,ucm/s,=,1.3,TUFWDUKGFYLACL-UHFFFAOYSA-N
CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,ucm/s,=,15.9,DFJSJLGUIXFDJP-UHFFFAOYSA-N
Cc1nc(-c2ncn[nH]2)ccc1-c1cnc2c(n1)N(CCC1CCOCC1)CC(=O)N2,ucm/s,=,8.0,RBLRRVZXUXIHNG-UHFFFAOYSA-N
Cc1nc(-c2ncn[nH]2)ccc1-c1cnc2c(n1)N(CCC1CCOCC1)C(=O)CN2,ucm/s,=,4.2,VLSSMLSPCKXABU-UHFFFAOYSA-N
Cc1nc(-c2ncn[nH]2)ccc1-c1cnc2c(n1)N(CC1CCOCC1)C(=O)CN2,ucm/s,=,9.7,GSZOKDIAJHWSJC-UHFFFAOYSA-N
COC1CCC(N2CC(=O)Nc3ncc(-c4ccc(-c5ncn[nH]5)nc4C)nc32)CC1,ucm/s,=,14.8,AHTXWEHJMLNLGH-UHFFFAOYSA-N
COC1CCC(N2C(=O)CNc3ncc(-c4ccc(-c5ncn[nH]5)nc4C)nc32)CC1,ucm/s,=,9.7,DXYGEHPPAYSYLJ-UHFFFAOYSA-N
Cc1nc(-c2ncn[nH]2)ccc1-c1cnc2c(n1)N(C1CCC(O)CC1)C(=O)CN2,ucm/s,=,1.6,BIYXBMJPSRSLCH-UHFFFAOYSA-N
Cc1nc(-c2ncn[nH]2)ccc1-c1cnc2c(n1)N(C(C)C)C(=O)CN2,ucm/s,=,37.6,PYBNTHVXUJFNOG-UHFFFAOYSA-N
COCCN1CC(=O)Nc2ncc(-c3ccc(-c4ncn[nH]4)nc3C)nc21,ucm/s,=,16.2,LBQBMEVXMVNFHK-UHFFFAOYSA-N
COCCN1C(=O)CNc2ncc(-c3ccc(-c4ncn[nH]4)nc3C)nc21,ucm/s,=,5.0,NVSABGFUPYOXBC-UHFFFAOYSA-N
CCN1C(=O)CNc2ncc(-c3ccc(-c4ncn[nH]4)nc3C)nc21,ucm/s,=,30.4,GMYLVKUGJMYTFB-UHFFFAOYSA-N
O=C(CC1CNC(=O)c2cc(-c3cccc(F)c3)cn21)NC(CO)Cc1ccccc1,ucm/s,=,1.3,AFHADFMYZXZAEV-UHFFFAOYSA-N
NCC(NC(=O)CC1CNC(=O)c2cc(-c3cccc(F)c3)cn21)C1CCCCC1,ucm/s,=,0.8,MSOLNCSVZOTSMV-UHFFFAOYSA-N
CN1CCN(CC(NC(=O)CC2CNC(=O)c3cc(-c4cccc(F)c4)cn32)C2CCCCC2)CC1,ucm/s,=,1.0,JGKMXEWZXLSBRF-UHFFFAOYSA-N
CN1CCN(CC(NC(=O)CC2CNC(=O)c3cc(-c4cccc(Cl)c4)cn32)C2CCCCC2)CC1,ucm/s,=,8.4,UKZRGBUTBINTPD-UHFFFAOYSA-N
CN1CCN(CC(NC(=O)CC2CNC(=O)c3cc(-c4ccnc(F)c4)cn32)C2CCCCC2)CC1,ucm/s,=,0.33,CSNVUBRZPKUAIT-UHFFFAOYSA-N
CN(C)C1CCN(CC(NC(=O)CC2CNC(=O)c3cc(-c4cccc(Cl)c4)cn32)C2CCCCC2)CC1,ucm/s,=,1.01,UVAKDTIXORBEOH-UHFFFAOYSA-N
O=C(CC1CNC(=O)c2cc(-c3ccccc3F)cn21)NCC1CCCCC1,ucm/s,=,11.9,FAUBVGRKHQVHTL-UHFFFAOYSA-N
O=C(CC1CNC(=O)c2cc(-c3cccc(F)c3)cn21)NCC1CCCCC1,ucm/s,=,11.24,DGBIYWPBTYDPDM-UHFFFAOYSA-N
O=C(CC1CNC(=O)c2cc(-c3ccc(F)c(F)c3)cn21)NCC1CCCCC1,ucm/s,=,11.8,SGXRBZAUSKURHK-UHFFFAOYSA-N
O=C(CC1CNC(=O)c2cc(-c3ccnc(Cl)n3)cn21)NCC1CCCCC1,ucm/s,=,0.9,YJCCOUKVNAPQTP-UHFFFAOYSA-N
O=C(CC1CNC(=O)c2cc(-c3cccc(Cl)c3)cn21)NCc1ccco1,ucm/s,=,33.1,PESUPVJYOACSIR-UHFFFAOYSA-N
NCC(NC(=O)CC1CNC(=O)c2cc(-c3ccnc(F)c3)cn21)c1ccccc1,ucm/s,=,0.9,MCZCAWWHZGEUFE-UHFFFAOYSA-N
NCC(NC(=O)CC1CNC(=O)c2cc(-c3cccc(F)c3)cn21)c1ccccc1,ucm/s,=,0.6,FRTFBLDBKLPEEG-UHFFFAOYSA-N
O=C(CC1CNC(=O)c2cc(-c3cccc(F)c3)cn21)NC(CO)C1CCCCC1,ucm/s,=,1.1,LVPUPCZWFVIOGD-UHFFFAOYSA-N
O=C(CC1CNC(=O)c2cc(-c3cccc(F)c3)cn21)NC(CO)c1ccccc1,ucm/s,=,2.7,RCYKJOARDMHTPJ-UHFFFAOYSA-N
c1ccc(C(C(c2ccccc2)N2CCCCC2)N2CCCCC2)cc1,ucm/s,=,10.2,MTYFDEYZRYWPAI-UHFFFAOYSA-N
c1ccc(C(C(c2ccccc2)N2CCCC2)N2CCCC2)cc1,ucm/s,=,14.0,XAMJZICIEQIVJK-UHFFFAOYSA-N
c1ccc(C(C(c2ccccc2)N2CCCC2)N2CCCC2)cc1,ucm/s,=,13.3,XAMJZICIEQIVJK-UHFFFAOYSA-N
c1ccc(C(C(c2ccccc2)N2CCCCC2)N2CCCCC2)cc1,ucm/s,=,10.3,MTYFDEYZRYWPAI-UHFFFAOYSA-N
CC(C)c1nc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)C(C)C2)no1,ucm/s,=,15.0,UNGZTVLHLKAKQE-UHFFFAOYSA-N
CC1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccncc2C#N)cn1,ucm/s,=,18.0,TYKANWVCVGBBPK-UHFFFAOYSA-N
CC1CN(C(=O)OC2(C(F)(F)F)COC2)CCN1c1ncc(OCc2ccncc2C#N)cn1,ucm/s,=,16.0,GFSWORTTYOAWML-UHFFFAOYSA-N
N#Cc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,ucm/s,=,1.9,SEYRFRYGJGGXBD-UHFFFAOYSA-N
COc1ccc2ccc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2n1,ucm/s,=,1.1,NBGOQUKSSZOVOU-UHFFFAOYSA-N
N#Cc1ccc2ccc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1,ucm/s,=,2.0,ZACXSFNHRGSGEK-UHFFFAOYSA-N
Cc1nc(CNC2CCN(CCn3c(=O)ccc4ccc(C#N)cc43)CC2)ccc1C#N,ucm/s,=,17.1,IKUSSXYCSOMLNJ-UHFFFAOYSA-N
Cc1ncc(CNC2CCN(CCn3c(=O)ccc4ccc(C#N)cc43)CC2)cc1C#N,ucm/s,=,13.6,PNPDBMVLOYDSJD-UHFFFAOYSA-N
Cc1ncc(CNC2CCN(CCn3c(=O)ccc4ncc(F)cc43)CC2)cc1C#N,ucm/s,=,18.0,KUAZYFBXEKPOMK-UHFFFAOYSA-N
COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)c4)CC3)c2c1,ucm/s,=,10.5,FUGKEVWBNIYVLF-UHFFFAOYSA-N
COc1cc(C#N)c2ccc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)c4)CC3)c2c1,ucm/s,=,10.0,LVXBUMWPFFTWIQ-UHFFFAOYSA-N
COc1cnc2ccc(=O)n(CCN3CCC(NC(=O)c4cnc(C)c(C#N)c4)CC3)c2c1,ucm/s,=,4.2,KTXPVNWIGGZAFK-UHFFFAOYSA-N
COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(OC)c(C#N)c4)CC3)c2c1,ucm/s,=,13.0,YNFJCLBTMRTMBB-UHFFFAOYSA-N
Cc1ncc(CNC2CCN(CCn3c(=O)ccc4ccc(C#N)cc43)CC2F)cc1C#N,ucm/s,=,14.5,MCTQBSWUEFTRJD-UHFFFAOYSA-N
Cc1ncc(CNC2CCN(CCn3c(=O)ccc4ncc(F)cc43)CC2F)cc1C#N,ucm/s,=,17.7,VRBWHVVDAHGDLJ-UHFFFAOYSA-N
COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)c4)C(F)C3)c2c1,ucm/s,=,13.6,JPVZGUIKEVQAFO-UHFFFAOYSA-N
COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)c4)C(OC)C3)c2c1,ucm/s,=,11.7,OHIOJSPSCYOMGV-UHFFFAOYSA-N
O=C1COc2ccc(CNC3CCN(CCn4c(=O)ccc5ncc(F)cc54)CC3F)nc2N1,ucm/s,=,7.6,ALQSLGJWIKQNFA-UHFFFAOYSA-N
O=C1COc2ccc(CNC3CCN(CCn4c(=O)ccc5ncc(F)cc54)CC3F)nc2N1,ucm/s,=,8.1,ALQSLGJWIKQNFA-UHFFFAOYSA-N
COc1cnc2ccc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)C(F)C3)c2c1,ucm/s,=,4.1,SQKKZLYGFLBUKP-UHFFFAOYSA-N
COc1cnc2ccc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)C(F)C3)c2c1,ucm/s,=,3.4,SQKKZLYGFLBUKP-UHFFFAOYSA-N
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccncc1,ucm/s,=,4.0,XQWZTPWKACKUMJ-UHFFFAOYSA-N
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1cc2ccccc2cn1,ucm/s,=,3.0,IZOHFCRCMJBTBF-UHFFFAOYSA-N
CCCCn1c(-c2ccccc2)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,ucm/s,=,42.5,WFEZMDMNDVDXDW-UHFFFAOYSA-N
COc1ccccc1-n1c(-c2cc(O)ccc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,ucm/s,=,3.13,JTWMOWRMSZZHDR-UHFFFAOYSA-N
COc1ccccc1-n1c(-c2ccccc2)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,ucm/s,=,32.3,RCJPZVKYTXAIBI-UHFFFAOYSA-N
CCCCn1c(-c2ccccc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,ucm/s,=,42.7,KCEWOOVCWCPFCY-UHFFFAOYSA-N
CCCCn1c(-c2cc(-c3cccc4[nH]ncc34)ccc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,ucm/s,=,8.02,XZIADLYCTOCKRV-UHFFFAOYSA-N
CN(C)C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,ucm/s,=,12.1,VEGKMRUZYWQMBZ-UHFFFAOYSA-N
NC(=O)c1cncc(-c2ccc(C3CCC(CCO)CC3)cc2)n1,ucm/s,=,38.0,OZMNASCPQFCIEP-UHFFFAOYSA-N
Cc1nc(C)c(-c2ccc(C3CCC(CC(=O)NS(C)(=O)=O)CC3)cc2)nc1C(N)=O,ucm/s,=,2.0,HVPWRRGQIWGFTH-UHFFFAOYSA-N
Cc1nc(C)c(-c2ccc(C3CCC(CCO)CC3)cc2)nc1C(N)=O,ucm/s,=,58.0,BUVUEKVZSMDFQG-UHFFFAOYSA-N
Cc1ncc(C(N)=O)nc1-c1ccc(C2CCC(CC(=O)O)CC2)cc1,ucm/s,=,35.0,WHDCKKLAGABMGQ-UHFFFAOYSA-N
NC(=O)CC1CCC(c2ccc(-c3cncc(C(N)=O)n3)cc2)CC1,ucm/s,=,13.0,ASMVUYHQXNPNLI-UHFFFAOYSA-N
Cc1nc(C)c(-c2ccc(C3CCC(CC(=O)NC(C)(C)C(=O)O)CC3)cc2)nc1C(N)=O,ucm/s,=,0.71,YYYRZLLSCPFPOG-UHFFFAOYSA-N
NC(=O)c1cncc(-c2ccc(C3CCC(CC(=O)O)CC3)cc2)n1,ucm/s,=,29.0,AUECBVLPZXQSAX-UHFFFAOYSA-N
CC(C)c1nc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)C(C)C2)no1,ucm/s,=,85.0,UNGZTVLHLKAKQE-UHFFFAOYSA-N
Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c(-c2ccccc2)nn1CC(=O)O,ucm/s,=,2.0,VRKJPABSKAXYBK-UHFFFAOYSA-N
Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(F)cc2)c(-c2ccccc2)nn1CC(=O)O,ucm/s,=,2.0,MPJHIEDOYLRDLS-UHFFFAOYSA-N
CC(C)N1CCN(C(=O)c2ccc(CN3CCCCC3)cc2)CC1,ucm/s,=,12.4,DSNALXIKDKGHLJ-UHFFFAOYSA-N
CC(C)N1CCN(C(=O)c2ccc(CN3CCOCC3)cc2)CC1,ucm/s,=,22.4,JTBLLBRXTOEAIZ-UHFFFAOYSA-N
O=C(c1ccc(CN2CCOCC2)cc1)N1CCN(C2CCC2)CC1,ucm/s,=,71.2,ABJWJGMTLYSISP-UHFFFAOYSA-N
O=C(c1ccc(CN2CCOCC2)cc1)N1CCN(C2CC2)CC1,ucm/s,=,108.0,BGBVSGSIXIIREO-UHFFFAOYSA-N
CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,ucm/s,=,1.9,NDAZATDQFDPQBD-UHFFFAOYSA-N
COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C,ucm/s,=,20.0,QULDDKSCVCJTPV-UHFFFAOYSA-N
CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(NC4CCC(O)CC4)c3)c2C1,ucm/s,=,1.1,ZFVRYNYOPQZKDG-UHFFFAOYSA-N
COc1c(C)cnc(Cn2cc(C#CCC(C)(C)O)c3c(Cl)nc(N)nc32)c1C,ucm/s,=,34.7,VOASEWXFCTZRDF-UHFFFAOYSA-N
O=C(CCCCCCC(=O)Nc1ccccc1)NO,ucm/s,=,1.7,WAEXFXRVDQXREF-UHFFFAOYSA-N
CC(C)C(c1nc2ccccc2o1)n1cc(C=CC(=O)NO)nn1,ucm/s,=,6.61,IOAXCKZMCHPECI-UHFFFAOYSA-N
CC1c2nnc(-c3ccccn3)n2CCN1C(=O)c1cccc(Cl)c1Cl,ucm/s,=,73.4,LKRYOMVAVRZUMD-UHFFFAOYSA-N
CC1Cn2c(nnc2-c2ccc(F)cc2)CN1C(=O)c1cccc(Cl)c1Cl,ucm/s,=,43.3,LEKYBEUSNCUHQO-UHFFFAOYSA-N
CC1Cn2c(nnc2-c2ccc(F)cc2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,ucm/s,=,37.3,UJTOQBQDAYTWPS-UHFFFAOYSA-N
CN1CCc2c(cccc2C(=O)NCC2(N3CCN(c4ccccc4)CC3)CCCCC2)C1,ucm/s,=,11.0,DIKKTLPJDURHSW-UHFFFAOYSA-N
invalid_smiles,ucm/s,=,42.3,invalid_smiles
COc1cc(OC)c(C=CS(=O)(=O)Cc2cnc(OC)c(NS(C)(=O)=O)c2)c(OC)c1,ucm/s,=,8.9,HEBBDGMHRHUJRY-UHFFFAOYSA-N
COc1cc(OC)c(C=CS(=O)(=O)Cc2ccc(OC)c(N)n2)c(OC)c1,ucm/s,=,33.1,SUVXJIREQOOYGN-UHFFFAOYSA-N
COc1cc(OC)c(C=CS(=O)(=O)Cc2ccc(OC)c(NS(C)(=O)=O)n2)c(OC)c1,ucm/s,=,3.15,WVNLNSGTKWPSFL-UHFFFAOYSA-N
CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(-c3nn[nH]n3)cnc3ccccc23)cc1,ucm/s,=,0.1,PAHUVVNSHGPBOR-UHFFFAOYSA-N
CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(C(=O)O)n(C)c(=O)c3ccccc23)cc1,ucm/s,=,0.03,UUTPXLIURPXEIR-UHFFFAOYSA-N
CCCCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(C(=O)O)n(C)c(=O)c3ccccc23)cc1,ucm/s,=,0.01,YUDQFUUZTCMUCN-UHFFFAOYSA-N
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,ucm/s,=,1.15,PSIFNNKUMBGKDQ-UHFFFAOYSA-N
CCOc1ccc(C(C)Nc2nc(N3CCN(C(C)=O)CC3)nc3c2CN(C(C)C)C3=O)cc1F,ucm/s,=,0.8,UWGMYBLNCMZZFK-UHFFFAOYSA-N
CC(=O)N1CCN(c2nc(NCc3cc4ccccc4cn3)c3c(n2)C(=O)N(C(C)C)C3)CC1,ucm/s,=,0.6,KDIZLZUNMOJKHK-UHFFFAOYSA-N
CC(=O)N1CCN(c2nc3c(c(N(C)Cc4cc5ccccc5cn4)n2)CN(C(C)C)C3=O)CC1,ucm/s,=,2.9,NUCDMFSRNOBIBN-UHFFFAOYSA-N
CC(=O)N1CCN(c2nc(NCc3ccc(OC(F)(F)F)cc3)c3c(n2)C(=O)N(C(C)C)C3)CC1,ucm/s,=,2.9,RBQIGTZFCHFLHE-UHFFFAOYSA-N
CCOc1ccc(C(Nc2nc(N3CCN(C(C)=O)CC3)nc3c2CN(C(C)C)C3=O)C(F)(F)F)cc1,ucm/s,=,2.0,TWODWTDFVUUPMQ-UHFFFAOYSA-N
CC(=O)N1CCN(c2nc(NCc3cnc4ccccc4c3)c3c(n2)C(=O)N(C(C)C)C3)CC1,ucm/s,=,0.1,CTNRCYKVGGRNOG-UHFFFAOYSA-N
CC(=O)N1CCN(c2nc(NC(C)c3ccc(OC(F)(F)F)cc3)c3c(n2)C(=O)N(C(C)C)C3)CC1,ucm/s,=,4.5,XFUQSGZNGBVIKN-UHFFFAOYSA-N
CCOc1ccc(C(C)Nc2nc(N3CCN(C(C)=O)CC3)nc3c2CN(C(C)C)C3=O)cc1,ucm/s,=,2.4,VIPPQTHWLREBCT-UHFFFAOYSA-N
CS(=O)(=O)N1CCc2cc(S(=O)(=O)c3ccc4c(c3)OCCO4)ccc21,ucm/s,=,37.5,JKPIEERTYCXDIK-UHFFFAOYSA-N
CC1Cc2cc(C(=O)CSc3ccc4c(c3)OCCO4)ccc2N1S(C)(=O)=O,ucm/s,=,3.68,WBWXTEFUXDVTDK-UHFFFAOYSA-N
CC1Cc2cc(S(=O)(=O)c3ccc4c(c3)OCCO4)ccc2N1S(C)(=O)=O,ucm/s,=,20.4,RHNQYADGMATEGM-UHFFFAOYSA-N
CS(=O)(=O)N1Cc2ccc(S(=O)(=O)c3ccc4c(c3)OCCO4)cc2C1,ucm/s,=,30.4,AQTRKPWJJVTYDD-UHFFFAOYSA-N
CCOC(=O)c1cc(C#N)c(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)cc3)CC2)nc1C(F)(F)F,ucm/s,=,0.13,QPTUDBWQWSMCEA-UHFFFAOYSA-N
CCOC(=O)c1cc(C#N)c(N2CCN(C(=O)NS(=O)(=O)c3ccc(F)cc3)CC2)nc1C(F)(F)F,ucm/s,=,0.053,USFSMRAJQUFCNV-UHFFFAOYSA-N
invalid_smiles,ucm/s,=,0.11,invalid_smiles
CCOC(=O)c1cc(C#N)c(N2CC(NC(=O)NS(=O)(=O)Cc3ccccc3)C2)nc1C,ucm/s,=,1.2,WWDNTQYRTZSERA-UHFFFAOYSA-N
CCOC(=O)c1cc(C#N)c(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)nc1C,ucm/s,=,0.057999999999999996,VHZYXGNZMRAFNP-UHFFFAOYSA-N
invalid_smiles,ucm/s,=,0.19,invalid_smiles
CCOC(=O)c1cc(C#N)c(N2CCC(NC(=O)NS(=O)(=O)c3ccc(Cl)cc3)CC2)nc1C,ucm/s,=,19.0,KVFVNZJNEHTWDB-UHFFFAOYSA-N
CCOC(=O)c1cc(C#N)c(N2CCC(NC(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,ucm/s,=,30.0,XBDVSNZJEZABEP-UHFFFAOYSA-N
CCOC(=O)c1cc(C#N)c(N2CCN(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,ucm/s,=,0.37,PRVVDXMDRTTWIS-UHFFFAOYSA-N
CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(C)cc3)CC2)c(Cl)c1,ucm/s,=,2.5,PSJMJDNZFUDWHS-UHFFFAOYSA-N
CCOC(=O)c1cc(C#N)c(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2C)nc1C,ucm/s,=,0.31,CSJGQSBCSQFHSP-UHFFFAOYSA-N
CCOC(=O)c1cc(C#N)c(N2CC3CN(C(=O)NS(=O)(=O)c4ccccc4)CC3C2)nc1C,ucm/s,=,0.39,XBBLJGOBAWABOE-UHFFFAOYSA-N
CCCC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)c(Cl)c1,ucm/s,=,0.16,VGMHGUWPHMZGNB-UHFFFAOYSA-N
CCOC(=O)c1cc(C#N)c(N2CC(NC(=O)NS(=O)(=O)c3ccc(Cl)s3)C2)nc1C,ucm/s,=,0.11,DXRGSOKOVRDWNW-UHFFFAOYSA-N
CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccccc3)CC2)c(Cl)c1,ucm/s,=,0.28,PHZXEFQHQGATEP-UHFFFAOYSA-N
invalid_smiles,ucm/s,=,0.22,invalid_smiles
CCOC(=O)c1cc(C#N)c(N2CC(NC(=O)NS(=O)(=O)c3ccc(Cl)cc3)C2)nc1C,ucm/s,=,1.2,SFEMQHGKMZJZDT-UHFFFAOYSA-N
CCOC(=O)c1cc(C#N)c(N2CCN(C(=O)NS(=O)(=O)c3ccccc3)CC2)nc1C(F)(F)F,ucm/s,=,0.6,RVOZZBFXTUFWAQ-UHFFFAOYSA-N
CCOC(=O)c1cc(C#N)c(N2CCC(NC(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)nc1C,ucm/s,=,6.9,GFVMYYVRTZJDHI-UHFFFAOYSA-N
CCOC(=O)c1cc(C#N)c(N2CCN(C(=O)NS(=O)(=O)c3ccccc3)CC2)nc1C,ucm/s,=,0.3,HZWVJSZPVJHIRF-UHFFFAOYSA-N
CCCCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)c(Cl)c1,ucm/s,=,0.5,MXUMUFQZUKAXKE-UHFFFAOYSA-N
O=C(c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)c(Cl)c1)C1CC1,ucm/s,=,0.12,VEJNOPYLXFLQPA-UHFFFAOYSA-N
CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(F)cc3)CC2)c(Cl)c1,ucm/s,=,0.54,LWUMYRAPPSSZQT-UHFFFAOYSA-N
CC(C)CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)c(Cl)c1,ucm/s,=,0.44,MMCYXMUZXDBPKB-UHFFFAOYSA-N
CCOC(=O)c1cc(C#N)c(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)nc1C(F)(F)F,ucm/s,=,0.076,PJSGCRCJPIGURW-UHFFFAOYSA-N
CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)cc3)CC2)c(Cl)c1,ucm/s,=,1.2,JBKZHGWLYHHCRD-UHFFFAOYSA-N
CCOC(=O)c1cnc(N2CC(NC(=O)NS(=O)(=O)c3ccccc3)C2)c(Cl)c1,ucm/s,=,3.9,UBLUZXPVNMESOL-UHFFFAOYSA-N
CCOC(=O)c1cc(C#N)c(N2CC(NC(=O)NS(=O)(=O)c3ccccc3)C2)nc1C,ucm/s,=,0.41,LROWHZKBLPBFIX-UHFFFAOYSA-N
